order_id,customer_id,order_date,country,category,product,quantity,unit_price,total_amount,status,payment_method,is_returned
ORD-021092,CUST-3724,"September 16, 2022",United Kingdom,home & garden,Sunglasses,4,$159.81,639.24,cancelled,Cash,True
ORD-028047,CUST-3387,2023-04-14,australia,clothing ,Sunglasses,1,270.71,270.71,Pending,Bank Transfer,TRUE
ORD-023657,CUST-1794,2022-05-03,,,Python Programming Book,3,19.74,59.22,Pending,Bank Transfer,True
ORD-016435,CUST-3840,19 Dec 2022,United States,BOOKS,Backpack,5,33.48,167.4,cancelled,Cash,no
ORD-009804,CUST-4591,12/01/2023,U.S.A,Home and Garden,Desk Lamp,2,$141.9,283.8,Delivered,Bank Transfer,0
ORD-020490,CUST-6883,"November 17, 2023",United States,ELECTRONICS,Resistance Bands,3,£184.26,552.78,cancelled,Cash,N
ORD-019520,CUST-0265,04-20-2024,U.S.A,clothing ,Phone Case,5,$45.56,227.8,Shipped,Credit Card,FALSE
ORD-036097,CUST-4971,20 Nov 2023,United Kingdom,SPORTS,Sunglasses,9,99.53,895.77,delivered,Bank Transfer,N
ORD-014647,CUST-4167,20/04/2023,U.S.A,Sports,Travel Mug,6,195.15,1170.9,Cancelled,PayPal,True
ORD-032813,CUST-0520,04-29-2023,CANADA,BOOKS,Sunglasses,1,155.51,182.02,Pending,Credit Card,False
ORD-036147,CUST-0772,19/01/2023,Canada,ELECTRONICS,Yoga Mat,5,258.51,1292.55,Delivered,PayPal,FALSE
ORD-007441,CUST-5292,02-16-2024,USA,home & garden,Bluetooth Speaker,9,27.53,247.77,delivered,Cash,False
ORD-003900,CUST-7179,04-25-2022,USA,Sports ,Monitor Stand,2,151.28,302.56,Pending,Bank Transfer,Yes
ORD-024842,CUST-0752,2022-03-21,UK,BOOKS,Yoga Mat,3,39.25,117.75,Shipped,Bank Transfer,True
ORD-044807,CUST-4451,2023-09-26,australia,BOOKS,Desk Lamp,3,$174.55,523.65,Cancelled,Credit Card,TRUE
ORD-038261,CUST-5566,06-07-2022,USA,books,Desk Lamp,4,"$1,003.08",4012.32,Pending,PayPal,Y
ORD-007921,CUST-2821,11/06/2022,,,Water Bottle,4,46.03,184.12,Pending,Cash,False
ORD-048605,CUST-0591,16 Jun 2023,US,Clothing,USB Hub,4,$186.42,745.68,Pending,Bank Transfer,yes
ORD-028236,CUST-3352,2022-09-02,Australia,books,LED Strip Lights,7,£244.67,1712.69,cancelled,Cash,False
ORD-012224,CUST-0168,19/01/2024,United Kingdom,electronics,Mechanical Keyboard,1,74.66,74.66,DELIVERED,Credit Card,N
ORD-039118,CUST-1483,06-03-2022,AUS,Sports,LED Strip Lights,9,135.31,1217.79,shipped,Bank Transfer,True
ORD-033776,CUST-5602,"March 05, 2023",USA,Electronics,Resistance Bands,7,137.52,962.64,Pending,Cash,False
ORD-007343,CUST-1865,12/08/2022,,,Coffee Table,8,$230.39,1843.12,delivered,Credit Card,0
ORD-043552,CUST-4820,11/04/2024,Canada,Home & Garden,Coffee Table,8,"$1,572.60",12580.8,Pending,PayPal,Yes
ORD-025420,CUST-1640,"May 24, 2024",U.S.A,books,Coffee Table,6,$198.61,1191.66,DELIVERED,Bank Transfer,Yes
ORD-027738,CUST-0267,20 Jan 2023,U.S.A,Home and Garden,LED Strip Lights,2,$225.19,450.38,shipped,Bank Transfer,0
ORD-032396,CUST-6126,03-26-2022,australia,home & garden,Laptop Stand,6,202.57,1215.42,Pending,PayPal,TRUE
ORD-011758,CUST-5639,"May 16, 2024",Australia,clothing ,Yoga Mat,6,$7.7,46.2,pending,Cash,1
ORD-006657,,04 Nov 2022,,,USB Hub,9,,,pending,PayPal,yes
ORD-043978,CUST-4411,11-16-2023,United States,Books,USB Hub,7,$129.97,909.79,DELIVERED,Bank Transfer,Yes
ORD-027842,CUST-3443,01/01/2024,United Kingdom,Books,Running Shoes,4,$23.5,94.0,Shipped,Credit Card,False
ORD-031862,CUST-2019,27/02/2024,Australia,ELECTRONICS,Yoga Mat,7,$242.04,1694.28,pending,PayPal,TRUE
ORD-044112,,10-06-2023,,,Monitor Stand,9,,,delivered,Bank Transfer,Y
ORD-037083,CUST-1778,22 Nov 2022,CANADA,Sports ,Bluetooth Speaker,7,252.99,1770.93,shipped,Credit Card,True
ORD-007321,CUST-5297,05-24-2024,US,electronics,Mechanical Keyboard,4,111.07,444.28,Shipped,PayPal,False
ORD-000317,CUST-1876,10-18-2022,United Kingdom,ELECTRONICS,Laptop Stand,8,156.37,1250.96,Cancelled,Bank Transfer,Yes
ORD-000730,CUST-3534,"May 30, 2024",CANADA,clothing ,Sunglasses,9,52.82,475.38,Cancelled,PayPal,Yes
ORD-017169,CUST-2519,"September 16, 2023",Australia,Sports ,Desk Lamp,2,"$1,180.07",3663.27,Cancelled,Credit Card,False
ORD-010391,CUST-6076,04-19-2024,canada,electronics,Travel Mug,4,225.31,901.24,Delivered,Credit Card,N
ORD-007531,,06-05-2023,,,Water Bottle,6,,,Shipped,Bank Transfer,False
ORD-007184,CUST-0047,19/03/2023,United Kingdom,SPORTS,Mechanical Keyboard,1,£57.31,57.31,Pending,Credit Card,1
ORD-017984,CUST-5752,04-15-2022,US,Books,USB Hub,1,$10.07,10.07,Delivered,Cash,yes
ORD-001842,CUST-6116,2024-05-07,U.K.,Clothing,Travel Mug,9,244.66,2201.94,delivered,Cash,False
ORD-009737,CUST-2697,07-13-2022,,,Sunglasses,1,£90.53,90.53,delivered,PayPal,no
ORD-002387,CUST-1253,"February 20, 2024",USA,SPORTS,Laptop Stand,8,£242.2,2095.81,delivered,Credit Card,1
ORD-011989,CUST-6890,02/01/2023,DE,BOOKS,Mechanical Keyboard,8,253.85,2030.8,Delivered,Bank Transfer,True
ORD-022221,CUST-7090,19/06/2023,USA,SPORTS,Office Chair,7,£278.2,1947.4,Cancelled,Credit Card,False
ORD-009195,CUST-7592,2023-12-08,UK,clothing ,Yoga Mat,1,247.73,247.73,Pending,Credit Card,no
ORD-029709,CUST-6018,"September 21, 2023",Canada,Electronics,Notebook Set,9,79.06,711.54,Cancelled,PayPal,True
ORD-033412,CUST-3764,2022-01-30,United Kingdom,electronics,Monitor Stand,4,"$1,366.19",5464.76,Pending,Credit Card,no
ORD-037919,CUST-6814,2022-04-30,australia,Electronics,Water Bottle,1,$125.7,125.7,shipped,PayPal,yes
ORD-046870,CUST-1615,19 Nov 2022,AUS, clothing,Mechanical Keyboard,6,$176.31,1057.86,Shipped,Credit Card,Yes
ORD-025559,CUST-2247,08-10-2023,U.K.,electronics,Running Shoes,9,£167.52,1507.68,Delivered,PayPal,0
ORD-007526,,25/12/2023,,,Travel Mug,4,,,DELIVERED,PayPal,True
ORD-046593,CUST-0323,2022-04-01,germany,Electronics,Mechanical Keyboard,7,74.51,521.57,Delivered,PayPal,True
ORD-004912,CUST-6003,2022-08-25,DE,Home and Garden,Python Programming Book,3,231.8,695.4,Cancelled,Credit Card,1
ORD-038063,CUST-3660,12-15-2023,germany,Electronics,Office Chair,5,$139.55,697.75,Delivered,PayPal,True
ORD-014805,CUST-4226,06/02/2022,AUS,,Backpack,3,$153.15,459.45,Shipped,Bank Transfer,0
ORD-031328,CUST-2398,05-07-2023,Germany,Sports,Wireless Headphones,9,$16.18,145.62,Cancelled,Cash,no
ORD-039007,CUST-2772,05-14-2023,AUS,Sports ,LED Strip Lights,2,"$1,531.96",3063.92,DELIVERED,Bank Transfer,TRUE
ORD-044505,CUST-3007,23 Jun 2023,United States,clothing ,Wireless Headphones,2,33.81,67.62,pending,Bank Transfer,yes
ORD-016400,,29/07/2022,,,Desk Lamp,4,,,Delivered,Cash,False
ORD-029071,CUST-3240,01 Sep 2023,,,Notebook Set,5,$296.93,1484.65,Pending,Credit Card,False
ORD-036815,CUST-1395,01 Sep 2023,australia,Home and Garden,Wireless Headphones,7,161.55,1130.85,DELIVERED,Bank Transfer,1
ORD-016049,CUST-3953,"September 26, 2023",,,Yoga Mat,8,$134.34,1074.72,Delivered,Bank Transfer,False
ORD-020006,CUST-6397,03-22-2024,CANADA,Sports,Phone Case,6,208.26,1249.56,Pending,Credit Card,no
ORD-026834,CUST-1766,2023-07-19,United Kingdom, clothing,Laptop Stand,7,261.48,2724.11,pending,Credit Card,1
ORD-000743,CUST-2461,03/12/2022,USA,Home and Garden,Wireless Headphones,6,"$1,528.93",9173.58,Delivered,Bank Transfer,0
ORD-013327,,03-11-2024,,,Office Chair,4,,1135.04,pending,PayPal,False
ORD-003003,CUST-3647,04-18-2023,AUS,Home and Garden,Desk Lamp,5,$161.85,809.25,Cancelled,Credit Card,no
ORD-008225,CUST-5523,10/06/2022,australia, clothing,LED Strip Lights,8,222.61,1780.88,Delivered,Credit Card,Yes
ORD-039577,CUST-4168,2022-05-12,United Kingdom,ELECTRONICS,Phone Case,9,$222.35,2001.15,DELIVERED,PayPal,False
ORD-003954,CUST-7929,2023-07-20,Germany,books,Bluetooth Speaker,2,13.45,26.9,Delivered,PayPal,no
ORD-032749,,05-12-2023,,,USB Hub,-4,,,Pending,Cash,True
ORD-030276,CUST-1133,2024-03-01,DE,electronics,Yoga Mat,2,72.96,145.92,Delivered,Credit Card,yes
ORD-045422,CUST-7739,31/08/2022,CANADA,home & garden,Backpack,4,179.09,716.36,Delivered,Cash,Yes
ORD-028664,CUST-3361,23/06/2023,Canada,Home & Garden,Travel Mug,8,£197.08,1576.64,Pending,PayPal,1
ORD-018349,CUST-7849,11/05/2024,U.S.A,SPORTS,Laptop Stand,2,177.68,355.36,Delivered,Credit Card,N
ORD-040279,CUST-1500,25 Mar 2023,CANADA,Clothing,Phone Case,3,276.58,829.74,DELIVERED,Bank Transfer,FALSE
ORD-042921,CUST-6424,2022-03-15,Australia,clothing ,Running Shoes,3,251.91,755.73,Delivered,Bank Transfer,True
ORD-027298,CUST-5634,13/12/2023,US,books,Travel Mug,5,"$1,518.45",7592.25,cancelled,Bank Transfer,TRUE
ORD-015839,CUST-1806,15 Nov 2023,australia,books,USB Hub,4,106.4,425.6,cancelled,PayPal,0
ORD-019359,CUST-7372,2022-12-23,canada,ELECTRONICS,Travel Mug,3,234.24,702.72,cancelled,Cash,1
ORD-049222,CUST-1763,07/02/2024,U.K.,home & garden,Backpack,9,100.44,903.96,DELIVERED,Credit Card,1
ORD-006654,CUST-4048,03-18-2022,US,Home and Garden,Office Chair,2,149.53,299.06,cancelled,Cash,Y
ORD-020632,CUST-0606,2023-05-15,DE,Home and Garden,Yoga Mat,8,£42.75,342.0,cancelled,PayPal,No
ORD-015243,,19 Sep 2022,,,Mechanical Keyboard,2,,,shipped,Credit Card,N
ORD-016277,CUST-5973,06-08-2022,germany,SPORTS,Running Shoes,9,176.91,1592.19,Shipped,Credit Card,True
ORD-015178,,2022-04-09,,,Backpack,8,,,delivered,Bank Transfer,FALSE
ORD-031973,CUST-4149,05-17-2023,germany,books,Python Programming Book,1,128.88,128.88,pending,PayPal,True
ORD-049165,CUST-2608,2022-07-22,australia,books,LED Strip Lights,6,193.71,1162.26,Cancelled,PayPal,Y
ORD-031631,CUST-0838,2024-01-12,australia,Home and Garden,Water Bottle,1,292.79,292.79,Delivered,Bank Transfer,TRUE
ORD-024809,CUST-5924,07/09/2022,U.S.A,Books,Monitor Stand,2,68.66,137.32,DELIVERED,Credit Card,True
ORD-001459,CUST-7744,"May 22, 2022",United Kingdom,Home & Garden,Coffee Table,6,254.92,1529.52,Shipped,Credit Card,TRUE
ORD-039272,CUST-4611,"March 27, 2024",U.S.A,SPORTS,USB Hub,2,£163.26,326.52,shipped,PayPal,TRUE
ORD-029448,CUST-3201,2023-08-01,USA,Books,Yoga Mat,1,24.48,24.48,cancelled,Cash,TRUE
ORD-028355,CUST-1404,"March 31, 2022",US,Clothing,Bluetooth Speaker,9,232.86,3731.66,Pending,Cash,0
ORD-004846,CUST-2371,02/09/2022,canada,electronics,Yoga Mat,1,121.51,121.51,delivered,PayPal,N
ORD-009404,CUST-7325,31/03/2024,Germany,,Resistance Bands,4,$277.64,1110.56,shipped,Cash,0
ORD-038923,CUST-3800,2024-05-13,australia,Clothing,Office Chair,7,10.35,72.45,delivered,Credit Card,no
ORD-006803,CUST-3153,"November 21, 2022",canada,Books,Running Shoes,2,$242.79,485.58,cancelled,PayPal,0
ORD-014475,CUST-1552,05-19-2023,Germany,Books,USB Hub,5,48.75,243.75,Delivered,Bank Transfer,True
ORD-046963,CUST-0915,"January 11, 2024",UK,Books,Desk Lamp,3,£269.25,770.78,DELIVERED,Bank Transfer,True
ORD-043809,CUST-2193,03-28-2023,Canada,home & garden,Mechanical Keyboard,8,$195.18,1561.44,Cancelled,Cash,True
ORD-043749,CUST-0380,"August 02, 2022",USA,clothing ,Notebook Set,2,17.87,35.74,pending,Credit Card,No
ORD-027742,CUST-2598,"April 05, 2024",USA,home & garden,Office Chair,5,256.57,1282.85,delivered,Bank Transfer,N
ORD-006374,CUST-2460,2023-06-08,UK,clothing ,Sunglasses,7,"$1,571.77",11002.39,Cancelled,Cash,N
ORD-013730,CUST-6749,02-22-2023,Germany,ELECTRONICS,USB Hub,8,£105.23,841.84,Cancelled,PayPal,False
ORD-017963,,11 Feb 2024,,,Notebook Set,1,,309.37,Delivered,Bank Transfer,0
ORD-009732,CUST-1103,16/02/2023,U.K.,Clothing,Notebook Set,1,£20.62,20.62,DELIVERED,Credit Card,True
ORD-047812,CUST-4476,16/02/2023,US,Electronics,Water Bottle,4,"$1,111.83",4447.32,Shipped,PayPal,Yes
ORD-048671,CUST-0693,24 Apr 2023,AUS,SPORTS,Notebook Set,7,$159.75,1118.25,Delivered,PayPal,True
ORD-042425,,23/02/2023,,,Travel Mug,7,,,DELIVERED,PayPal,No
ORD-020849,CUST-3792,14/11/2023,DE,Home & Garden,USB Hub,6,$199.78,1198.68,Shipped,Credit Card,No
ORD-015258,CUST-6240,2022-09-13,Germany,SPORTS,LED Strip Lights,1,£31.47,31.47,shipped,Bank Transfer,FALSE
ORD-006523,CUST-2443,2023-05-19,Canada,Books,Coffee Table,2,115.23,230.46,delivered,Cash,Yes
ORD-008441,,"February 18, 2022",,,Backpack,1,,,DELIVERED,Cash,False
ORD-031209,CUST-7533,"September 30, 2023",Canada,,Running Shoes,3,129.47,388.41,Shipped,Cash,False
ORD-010215,CUST-4758,27/10/2023,USA,electronics,Resistance Bands,1,£298.42,298.42,cancelled,Bank Transfer,Y
ORD-029308,CUST-0965,2022-09-01,Australia,electronics,Monitor Stand,8,176.75,1414.0,pending,Bank Transfer,no
ORD-024928,CUST-6180,12/12/2022,CANADA,Books,Desk Lamp,3,$143.38,430.14,DELIVERED,Credit Card,True
ORD-042902,CUST-2734,12-05-2023,USA,electronics,Phone Case,2,$283.05,566.1,Pending,PayPal,TRUE
ORD-023952,CUST-0318,19/05/2024,UK,home & garden,Python Programming Book,7,284.45,1991.15,cancelled,Cash,False
ORD-005309,CUST-2223,2022-09-21,United Kingdom,Electronics,Monitor Stand,4,267.33,1341.83,Pending,Bank Transfer,no
ORD-044621,CUST-0946,04-10-2022,CANADA,Sports,Sunglasses,4,173.71,694.84,delivered,Cash,Y
ORD-026455,CUST-2766,01/04/2023,U.K.,home & garden,Mechanical Keyboard,4,229.84,919.36,Cancelled,PayPal,Yes
ORD-046931,CUST-1719,03-11-2022,australia,Electronics,Notebook Set,3,$220.01,660.03,shipped,Cash,No
ORD-015354,CUST-3624,17/10/2023,australia,Books,Monitor Stand,4,159.46,637.84,shipped,Cash,No
ORD-045895,CUST-6644,10-17-2023,CANADA,BOOKS,Desk Lamp,6,$284.32,1705.92,shipped,Cash,False
ORD-020835,,26/02/2024,,,Water Bottle,4,,,Delivered,Cash,0
ORD-045252,CUST-6115,2022-04-01,Australia, clothing,Coffee Table,8,"$1,329.66",10637.28,cancelled,Bank Transfer,True
ORD-031504,CUST-6899,2023-10-03,U.K.,clothing ,Travel Mug,6,"$1,556.38",9338.28,shipped,Bank Transfer,True
ORD-029082,CUST-6115,2022-08-23,AUS,Electronics,Coffee Table,4,100.68,402.72,Cancelled,Bank Transfer,no
ORD-043168,CUST-1207,20/02/2022,U.K.,Electronics,Yoga Mat,3,$131.07,393.21,Shipped,Credit Card,True
ORD-000817,CUST-6296,12/02/2022,canada,SPORTS,Mechanical Keyboard,9,192.83,1735.47,Pending,PayPal,FALSE
ORD-011912,CUST-1778,22/05/2023,germany,clothing ,Yoga Mat,4,"$1,820.84",7283.36,shipped,Bank Transfer,False
ORD-007343,CUST-1865,12/08/2022,,,Coffee Table,8,$230.39,1843.12,delivered,Credit Card,0
ORD-036652,CUST-0301,11-21-2023,United Kingdom,Home & Garden,Mechanical Keyboard,4,$138.1,380.94,Delivered,PayPal,0
ORD-042367,CUST-0978,01-13-2022,CANADA,home & garden,Desk Lamp,9,£298.81,2598.83,Pending,PayPal,FALSE
ORD-042627,CUST-3840,18 May 2023,US,clothing ,Monitor Stand,7,£29.79,208.53,delivered,Cash,False
ORD-035386,CUST-0868,16 Mar 2023,United Kingdom,SPORTS,LED Strip Lights,3,7.6,22.8,delivered,Bank Transfer,0
ORD-030335,CUST-7852,2023-01-05,canada,Home & Garden,Water Bottle,9,109.16,982.44,Delivered,Bank Transfer,TRUE
ORD-035792,CUST-1456,06/10/2023,US,electronics,Mechanical Keyboard,6,79.42,476.52,Cancelled,Credit Card,False
ORD-049838,CUST-0713,13/09/2022,australia,Sports ,Desk Lamp,6,£292.7,1756.2,cancelled,PayPal,1
ORD-034464,CUST-7895,2023-05-31,Germany,Home and Garden,LED Strip Lights,7,£128.54,899.78,DELIVERED,Cash,True
ORD-024787,CUST-7339,02-12-2023,United States,Sports ,Wireless Headphones,5,$11.08,55.4,pending,Cash,False
ORD-027358,CUST-7500,27 Jul 2022,USA,home & garden,Bluetooth Speaker,6,$110.16,660.96,shipped,Bank Transfer,True
ORD-026528,,31/10/2022,,,Resistance Bands,4,,,cancelled,Cash,False
ORD-042364,CUST-1650,2022-08-23,AUS,Clothing,LED Strip Lights,1,"$1,628.83",1628.83,Cancelled,Credit Card,yes
ORD-019115,CUST-0694,16 Nov 2023,DE,Home & Garden,Desk Lamp,6,211.01,1266.06,Shipped,PayPal,Y
ORD-038632,CUST-6861,28/03/2023,Germany,SPORTS,Monitor Stand,4,94.29,377.16,Delivered,Cash,True
ORD-033560,CUST-5944,2022-05-13,USA,Sports,Sunglasses,8,264.91,2119.28,Pending,Bank Transfer,yes
ORD-040465,CUST-2313,2023-04-14,Australia, clothing,Backpack,5,112.18,560.9,Pending,Bank Transfer,True
ORD-045291,CUST-4386,2022-08-22,germany,home & garden,Phone Case,6,201.06,1206.36,cancelled,Credit Card,True
ORD-024271,CUST-0553,01-20-2024,United Kingdom,Sports ,Resistance Bands,3,39.15,117.45,delivered,Cash,Yes
ORD-023984,CUST-5395,10 May 2023,Canada,SPORTS,Notebook Set,7,149.71,1047.97,Cancelled,Cash,True
ORD-045034,CUST-6729,23/10/2023,AUS,Clothing,Travel Mug,4,$258.41,1033.64,cancelled,Cash,N
ORD-037127,CUST-3993,13/12/2022,US,Clothing,Office Chair,1,$76.22,76.22,Pending,Cash,no
ORD-045452,CUST-1208,2022-12-30,US,Books,Notebook Set,3,£51.65,154.95,Delivered,PayPal,Yes
ORD-047513,CUST-7139,2023-11-03,australia,SPORTS,Backpack,1,104.31,104.31,Cancelled,Cash,Yes
ORD-046310,CUST-1890,26/02/2024,AUS,Home & Garden,Desk Lamp,1,£187.74,187.74,Pending,PayPal,False
ORD-049087,CUST-2076,05-31-2023,United Kingdom,home & garden,USB Hub,7,£92.2,645.4,Delivered,PayPal,True
ORD-034576,CUST-1000,10 Nov 2022,US,electronics,Travel Mug,1,239.45,239.45,Cancelled,Bank Transfer,yes
ORD-017999,CUST-7640,04-03-2024,australia,clothing ,Travel Mug,5,£227.73,1138.65,Delivered,Cash,Y
ORD-010853,CUST-1160,15 Dec 2022,United States,SPORTS,Desk Lamp,4,141.46,565.84,Delivered,Credit Card,0
ORD-006080,,14/10/2022,,,Monitor Stand,4,,,delivered,Credit Card,0
ORD-007515,CUST-3573,"May 29, 2022",U.S.A,Books,Bluetooth Speaker,2,"$1,683.34",3366.68,Delivered,Credit Card,No
ORD-032937,CUST-3964,"August 08, 2023",United States,ELECTRONICS,LED Strip Lights,2,171.2,342.4,cancelled,Bank Transfer,Yes
ORD-011874,CUST-6410,01/06/2023,Canada,Home & Garden,Monitor Stand,1,151.81,151.81,cancelled,Bank Transfer,FALSE
ORD-041711,CUST-0429,18/03/2022,DE,BOOKS,Phone Case,1,31.75,31.75,DELIVERED,Credit Card,no
ORD-047739,,2022-12-06,,,Laptop Stand,8,,,DELIVERED,Credit Card,True
ORD-003379,CUST-5908,2023-02-23,DE,Sports,Yoga Mat,7,86.66,606.62,shipped,Cash,False
ORD-031691,CUST-5938,16/06/2024,Germany,Electronics,Mechanical Keyboard,3,98.73,296.19,delivered,Credit Card,False
ORD-028786,CUST-6207,2024-06-15,United States,BOOKS,Notebook Set,3,$30.18,90.54,cancelled,PayPal,False
ORD-017555,,"May 07, 2022",,,Travel Mug,8,,,Pending,Credit Card,Yes
ORD-022041,CUST-6864,10/05/2022,australia,Home & Garden,Python Programming Book,6,$217.44,1304.64,cancelled,PayPal,Y
ORD-026858,CUST-2072,30 Dec 2022,USA,Sports,LED Strip Lights,1,296.56,296.56,Delivered,Credit Card,yes
ORD-023074,CUST-7239,2022-08-01,canada,electronics,Coffee Table,2,$125.53,251.06,pending,Cash,N
ORD-034692,CUST-5082,2022-07-25,U.K.,Electronics,LED Strip Lights,5,$36.34,181.7,Delivered,Credit Card,no
ORD-018275,CUST-0684,2023-10-23,DE,electronics,Bluetooth Speaker,9,£93.73,843.57,cancelled,PayPal,True
ORD-037233,CUST-2124,18 Nov 2022,Germany,ELECTRONICS,LED Strip Lights,1,268.35,268.35,Shipped,Cash,Yes
ORD-023344,CUST-4998,05 Jun 2024,UK,Clothing,LED Strip Lights,4,£96.27,385.08,Cancelled,PayPal,No
ORD-046915,CUST-0315,02 May 2024,CANADA,Home & Garden,Office Chair,3,63.29,189.87,DELIVERED,Bank Transfer,Yes
ORD-037618,CUST-7901,2022-05-29,Germany,BOOKS,Desk Lamp,6,192.26,1153.56,DELIVERED,Credit Card,No
ORD-009445,CUST-4026,"May 30, 2024",USA,home & garden,Monitor Stand,2,£79.95,159.9,cancelled,Cash,True
ORD-029233,CUST-6802,12-24-2022,australia,Electronics,Running Shoes,7,$188.2,1317.4,shipped,Credit Card,yes
ORD-005628,CUST-6378,10 Jun 2023,DE,home & garden,Resistance Bands,3,"$1,073.97",3221.91,cancelled,Bank Transfer,1
ORD-029017,CUST-4341,09-05-2022,CANADA,clothing ,Travel Mug,5,173.15,865.75,Delivered,PayPal,Yes
ORD-041776,CUST-4687,"October 26, 2023",US, clothing,Notebook Set,7,£206.33,1444.31,shipped,Bank Transfer,No
ORD-034970,,"January 23, 2024",,,Python Programming Book,3,,,shipped,Bank Transfer,False
ORD-045032,CUST-6392,12-17-2022,australia,Home and Garden,Backpack,2,$12.67,25.34,delivered,PayPal,No
ORD-003029,CUST-4168,01/01/2024,UK,Home & Garden,Phone Case,9,$116.64,1049.76,Cancelled,Cash,True
ORD-006748,CUST-3111,2024-01-04,USA,ELECTRONICS,Backpack,8,46.3,348.45,cancelled,Credit Card,False
ORD-032570,CUST-5476,03-27-2023,United States,home & garden,Wireless Headphones,6,274.57,1647.42,Pending,Credit Card,no
ORD-042298,CUST-4308,11/09/2023,CANADA,home & garden,Laptop Stand,6,£119.81,718.86,DELIVERED,Credit Card,Yes
ORD-049198,CUST-5550,01/06/2024,United Kingdom,SPORTS,Running Shoes,9,$83.65,752.85,Pending,Credit Card,True
ORD-035712,CUST-4516,2022-04-21,United Kingdom,Sports,Sunglasses,2,254.64,509.28,cancelled,Bank Transfer,False
ORD-017556,CUST-2314,11 Mar 2023,UK, clothing,USB Hub,9,$152.99,1376.91,shipped,Credit Card,No
ORD-032700,CUST-0645,2023-09-05,Australia, clothing,Desk Lamp,1,285.7,285.7,DELIVERED,Bank Transfer,0
ORD-037036,CUST-0994,"March 06, 2023",Germany,clothing ,Desk Lamp,3,50.95,158.02,Shipped,Bank Transfer,FALSE
ORD-034491,CUST-7899,"October 01, 2023",United Kingdom,Clothing,Notebook Set,7,220.0,1540.0,Cancelled,Bank Transfer,0
ORD-026626,CUST-7468,28/07/2023,UK,Sports ,Python Programming Book,6,$78.26,469.56,DELIVERED,Credit Card,TRUE
ORD-007285,,14/05/2023,,,LED Strip Lights,1,,,cancelled,PayPal,TRUE
ORD-044741,CUST-4794,2023-06-21,US, clothing,Coffee Table,7,$111.0,777.0,delivered,Credit Card,TRUE
ORD-044290,CUST-4848,"April 20, 2022",Australia,home & garden,Phone Case,9,£77.65,698.85,Pending,Credit Card,False
ORD-046566,CUST-4774,01-06-2022,AUS,Electronics,Coffee Table,9,"$1,779.35",16014.15,pending,PayPal,1
ORD-017367,CUST-3772,2024-02-29,CANADA,books,Bluetooth Speaker,8,$113.6,908.8,Shipped,Cash,No
ORD-045814,CUST-0549,2022-11-23,U.S.A,Home and Garden,Phone Case,9,262.51,2362.59,pending,Credit Card,TRUE
ORD-043156,CUST-4771,25 Jun 2023,DE,Electronics,Mechanical Keyboard,9,275.22,2476.98,Cancelled,Credit Card,1
ORD-014045,CUST-6878,03-13-2022,US,home & garden,Desk Lamp,4,186.52,508.83,DELIVERED,Bank Transfer,False
ORD-019355,CUST-6002,27 Jan 2024,United States,Sports,Backpack,7,191.38,1339.66,Shipped,PayPal,1
ORD-036922,CUST-1493,02/05/2023,UK,electronics,Yoga Mat,9,172.0,1548.0,delivered,Cash,Y
ORD-037128,CUST-4654,12/03/2023,Canada,Clothing,Python Programming Book,1,163.59,163.59,shipped,PayPal,Yes
ORD-048521,CUST-7638,2023-12-28,UK,Sports,Notebook Set,9,$199.76,1797.84,pending,PayPal,True
ORD-006688,CUST-6974,11/07/2023,U.K.,SPORTS,Python Programming Book,2,45.29,90.58,pending,PayPal,No
ORD-004989,CUST-5125,"February 07, 2024",canada,electronics,Phone Case,7,$109.18,764.26,Cancelled,Cash,yes
ORD-007651,CUST-2241,16/01/2024,Canada,,Running Shoes,3,$156.89,470.67,pending,Credit Card,TRUE
ORD-019974,CUST-2676,2022-07-28,CANADA,electronics,Resistance Bands,9,$15.51,139.59,Pending,Bank Transfer,0
ORD-026005,CUST-2715,01/05/2022,AUS,electronics,Coffee Table,4,£10.35,32.78,cancelled,Bank Transfer,1
ORD-034994,CUST-6313,2023-04-04,United States,home & garden,Monitor Stand,1,99.32,99.32,Cancelled,Bank Transfer,0
ORD-033889,CUST-2817,15 Mar 2024,AUS,Electronics,Python Programming Book,1,"$1,365.14",1291.2,shipped,Bank Transfer,True
ORD-005844,,07 Apr 2024,,,Phone Case,6,,,Shipped,Credit Card,Y
ORD-037142,CUST-5026,03-12-2024,U.S.A,SPORTS,Phone Case,9,207.71,1869.39,cancelled,Credit Card,True
ORD-009135,CUST-3239,09/01/2023,canada,Electronics,Laptop Stand,5,£198.95,994.75,pending,Cash,0
ORD-049384,CUST-7518,10 Mar 2024,DE,Home and Garden,Wireless Headphones,2,$197.39,394.78,delivered,PayPal,Yes
ORD-048765,CUST-7258,05/12/2023,germany,Sports ,Notebook Set,2,£148.26,296.52,delivered,Credit Card,yes
ORD-034194,CUST-7640,10-27-2023,UK,Sports,Bluetooth Speaker,6,$259.16,1554.96,cancelled,PayPal,1
ORD-044055,CUST-2339,15/07/2023,CANADA,home & garden,Wireless Headphones,5,189.15,945.75,Cancelled,PayPal,No
ORD-035251,CUST-0077,24/10/2022,United Kingdom,electronics,Sunglasses,1,29.15,29.15,Shipped,Cash,Yes
